C C
C1=NCCC1 C1C[CH2:1][CH:1]=N1
C1=NCCC=NN1 C1=NCC[CH:1]=NN1
C1=NCCC=NN1 C1=NC[CH2:1]C=NN1
C1=NCCC=NN1 C1=NNC=N[CH2:1]C1
C1=NCCC=NN1 C1=NNC=N[CH2:1][CH2:1]1
C1=NCCC=NN1 C1=NN[CH:1]=NCC1
C1=NCCC=[NH+]1 C1=NCCC=[NH+:1]1
C1=NCCC=[NH+]1 C1=NCC[CH:1]=[NH+]1
C1=NCCC=[NH+]1 C1=N[CH2:1]CC=[NH+]1
C1=NCCC=[NH+]1 C1=[NH+][CH:1]=NCC1
C1=NCCCC1 C1=NCCC[CH2:1]1
C1=NCCCC1 C1=NCC[CH2:1]C1
C1=NCCCC1 C1=NCC[CH2:1][CH2:1]1
C1=NCCCC1 C1=NC[CH2:1]CC1
C1=NCCCC1 C1=N[CH2:1]CCC1
C1=NCCCC1 C1=N[CH2:1][CH2:1]CC1
C1=NCCCC1 C1CC[CH:1]=NC1
C1=NCCCC1 C1CN=[CH:1][CH2:1]C1
C1=NCCCCC1 C1=NCCCC[CH2:1]1
C1=NCCCCC1 C1=NCC[CH2:1]CC1
C1=NCCCCN1 C1=NCCCC[NH:1]1
C1=NCCCCN1 C1=N[CH2:1]CCCN1
C1=NCCCCN1 C1CCN[CH:1]=NC1
C1=NCCCCN1 C1CC[NH:1][CH:1]=NC1
C1=NCCCCO1 C1=NCCC[CH2:1]O1
C1=NCCCCO1 C1=NCC[CH2:1]CO1
C1=NCCCCO1 C1=NCC[CH2:1][CH2:1]O1
C1=NCCCC[NH2+]1 C1=N[CH2:1]CCC[NH2+]1
C1=NCCCN1 C1=NCCC[NH:1]1
C1=NCCCN1 C1=NCC[CH2:1]N1
C1=NCCCN1 C1=NCC[CH2:1][NH:1]1
C1=NCCCN1 C1=NC[CH2:1]CN1
C1=NCCCN1 C1=NC[CH2:1][CH2:1]N1
C1=NCCCN1 C1=N[CH2:1]CCN1
C1=NCCCN1 C1=N[CH2:1][CH2:1]CN1
C1=NCCCN1 C1=N[CH2:1][CH2:1][CH2:1]N1
C1=NCCCN1 C1CN=[CH:1]NC1
C1=NCCCN1 C1CN=[CH:1][NH:1]C1
C1=NCCCNC1 C1=NCCCN[CH2:1]1
C1=NCCCNC1 C1=NC[CH2:1]CNC1
C1=NCCCNC1 C1=N[CH2:1]CCNC1
C1=NCCCNC1 C1=N[CH2:1][CH2:1]CNC1
C1=NCCCNC1 C1CN=[CH:1]CNC1
C1=NCCCO1 C1=NCC[CH2:1]O1
C1=NCCCO1 C1=NC[CH2:1]CO1
C1=NCCCO1 C1=N[CH2:1]CCO1
C1=NCCCO1 C1=N[CH2:1][CH2:1]CO1
C1=NCCCO1 C1CN=[CH:1]OC1
C1=NCCCS1 C1=NCC[CH2:1]S1
C1=NCCCS1 C1=NC[CH2:1]CS1
C1=NCCCS1 C1=N[CH2:1]CCS1
C1=NCCCS1 C1CN=[CH:1]SC1
C1=NCCCSC1 C1=NCC[CH2:1]SC1
C1=NCCCSC1 C1=NC[CH2:1]CSC1
C1=NCCCSC1 C1=N[CH2:1]CCSC1
C1=NCCCSC1 C1=N[CH2:1][CH2:1]CSC1
C1=NCCC[N-]1 C1=NC[CH2:1]C[N-]1
C1=NCCC[N-]1 C1CN=[CH:1][N-]C1
C1=NCCC[NH2+]1 C1=NCCC[NH2+:1]1
C1=NCCC[NH2+]1 C1=NCC[CH2:1][NH2+]1
C1=NCCC[NH2+]1 C1=NC[CH2:1]C[NH2+]1
C1=NCCC[NH2+]1 C1=N[CH2:1]CC[NH2+]1
C1=NCCC[NH2+]1 C1CN=[CH:1][NH2+:1]C1
C1=NCCC[NH2+]1 C1CN=[CH:1][NH2+]C1
C1=NCCN1 C1=NCC[NH:1]1
C1=NCCN1 C1=NC[CH2:1]N1
C1=NCCN1 C1=N[CH2:1]CN1
C1=NCCN1 C1=N[CH2:1][CH2:1]N1
C1=NCCN1 C1CN[CH:1]=N1
C1=NCCN1 C1C[NH:1][CH:1]=N1
C1=NCCN=C1 C1=NCCN=[CH:1]1
C1=NCCN=C1 C1=NC[CH2:1]N=C1
C1=NCCN=C1 C1=N[CH2:1][CH2:1]N=C1
C1=NCCN=C1 C1CN=[CH:1][CH:1]=N1
C1=NCCN=CC1 C1=NCCN=[CH:1]C1
C1=NCCN=CCC1 C1=NCCN=[CH:1]CC1
C1=NCCN=N1 C1=NC[CH2:1]N=N1
C1=NCCN=N1 C1=N[CH2:1]CN=N1
C1=NCCN=N1 C1=N[CH2:1][CH2:1]N=N1
C1=NCCN=N1 C1CN=[CH:1]N=N1
C1=NCCN=[NH+]1 C1=NC[CH2:1]N=[NH+]1
C1=NCCN=[NH+]1 C1=N[CH2:1]CN=[NH+]1
C1=NCCN=[NH+]1 C1=N[CH2:1][CH2:1]N=[NH+]1
C1=NCCN=[NH+]1 C1CN=[CH:1][NH+]=N1
C1=NCCNC1 C1=NCCN[CH2:1]1
C1=NCCNC1 C1=NCC[NH:1]C1
C1=NCCNC1 C1=NCC[NH:1][CH2:1]1
C1=NCCNC1 C1=NC[CH2:1]NC1
C1=NCCNC1 C1=N[CH2:1]CNC1
C1=NCCNC1 C1=N[CH2:1][CH2:1]NC1
C1=NCCNC1 C1CNC[CH:1]=N1
C1=NCCNC1 C1CN[CH2:1][CH:1]=N1
C1=NCCNCC1 C1=NCCNC[CH2:1]1
C1=NCCNCC1 C1=NCCN[CH2:1]C1
C1=NCCNCC1 C1=NCC[NH:1]CC1
C1=NCCNCC1 C1=NC[CH2:1]NCC1
C1=NCCNCC1 C1=NC[CH2:1][NH:1]CC1
C1=NCCNCC1 C1=N[CH2:1]CNCC1
C1=NCCNCC1 C1CNCC[CH:1]=N1
C1=NCCNCC1 C1CNC[CH2:1][CH:1]=N1
C1=NCCNN1 C1=NC[CH2:1]NN1
C1=NCCNN1 C1CNN[CH:1]=N1
C1=NCCO1 C1=NC[CH2:1]O1
C1=NCCO1 C1=N[CH2:1]CO1
C1=NCCO1 C1=N[CH2:1][CH2:1]O1
C1=NCCO1 C1CO[CH:1]=N1
C1=NCCOC1 C1=NCCO[CH2:1]1
C1=NCCOC1 C1=NC[CH2:1]OC1
C1=NCCOC1 C1=N[CH2:1]COC1
C1=NCCOC1 C1=N[CH2:1][CH2:1]OC1
C1=NCCOC1 C1COC[CH:1]=N1
C1=NCCOC1 C1CO[CH2:1][CH:1]=N1
C1=NCCOCC1 C1=NCCOC[CH2:1]1
C1=NCCOCC1 C1=NCCO[CH2:1]C1
C1=NCCOCC1 C1=NCCO[CH2:1][CH2:1]1
C1=NCCOCC1 C1COCC[CH:1]=N1
C1=NCCS1 C1=NC[CH2:1]S1
C1=NCCS1 C1=N[CH2:1]CS1
C1=NCCS1 C1=N[CH2:1][CH2:1]S1
C1=NCCS1 C1CS[CH:1]=N1
C1=NCCSC1 C1=NCCS[CH2:1]1
C1=NCCSC1 C1CSC[CH:1]=N1
C1=NCCSC1 C1CS[CH2:1][CH:1]=N1
C1=NCCSCC1 C1=NCCS[CH2:1]C1
C1=NCCSCC1 C1CSCC[CH:1]=N1
C1=NCCSN1 C1=NCC[S:1]N1
C1=NCCSN1 C1CSN[CH:1]=N1
C1=NCC[N-]1 C1=NC[CH2:1][N-]1
C1=NCC[N-]1 C1=N[CH2:1]C[N-]1
C1=NCC[N-]1 C1=N[CH2:1][CH2:1][N-]1
C1=NCC[N-]1 C1C[N-][CH:1]=N1
C1=NCC[NH+]=C1 C1=NCC[NH+]=[CH:1]1
C1=NCC[NH+]=C1 C1=NC[CH2:1][NH+]=C1
C1=NCC[NH+]=C1 C1=N[CH2:1]C[NH+]=C1
C1=NCC[NH+]=C1 C1=N[CH2:1][CH2:1][NH+]=C1
C1=NCC[NH+]=C1 C1=[NH+]CCN=[CH:1]1
C1=NCC[NH+]=C1 C1C[NH+]=[CH:1][CH:1]=N1
C1=NCC[NH2+]1 C1=NCC[NH2+:1]1
C1=NCC[NH2+]1 C1=N[CH2:1]C[NH2+]1
C1=NCC[NH2+]1 C1C[NH2+:1][CH:1]=N1
C1=NCC[NH2+]1 C1C[NH2+][CH:1]=N1
C1=NCN=C1 C1=NCN=[CH:1]1
C1=NCN=C1 C1=N[CH2:1]N=C1
C1=NCN=CC1 C1=NCN=C[CH2:1]1
C1=NCN=CC1 C1=NCN=[CH:1]C1
C1=NCN=CC1 C1=NCN=[CH:1][CH2:1]1
C1=NCN=CN1 C1=N[CH2:1]N=CN1
C1=NCN=CO1 C1=N[CH2:1]N=CO1
C1=NCN=C[NH2+]1 C1=NCN=C[NH2+:1]1
C1=NCN=C[NH2+]1 C1=NCN=[CH:1][NH2+:1]1
C1=NCN=C[NH2+]1 C1=NCN=[CH:1][NH2+]1
C1=NCN=N1 C1=N[CH2:1]N=N1
C1=NCN=N1 C1N=N[CH:1]=N1
C1=NCNC1 C1=NCN[CH2:1]1
C1=NCNC1 C1=NC[NH:1]C1
C1=NCNC1 C1=NC[NH:1][CH2:1]1
C1=NCNC1 C1=N[CH2:1]NC1
C1=NCNC1 C1=N[CH2:1][NH:1]C1
C1=NCNC1 C1N=[CH:1]CN1
C1=NCNC1 C1N=[CH:1][CH2:1]N1
C1=NCNC=[NH+]1 C1=N[CH2:1]NC=[NH+]1
C1=NCNC=[NH+]1 C1=[NH+][CH:1]=NCN1
C1=NCNCC1 C1=NCNC[CH2:1]1
C1=NCNCC1 C1=NCN[CH2:1]C1
C1=NCNCC1 C1=NCN[CH2:1][CH2:1]1
C1=NCNCC1 C1=NC[NH:1]CC1
C1=NCNCC1 C1=N[CH2:1]NCC1
C1=NCNCC1 C1=N[CH2:1][NH:1]CC1
C1=NCNCC1 C1C[CH:1]=NCN1
C1=NCNCC1 C1N=[CH:1][CH2:1]CN1
C1=NCNCN1 C1=NCNC[NH:1]1
C1=NCNCN1 C1=NCN[CH2:1]N1
C1=NCNCN1 C1=NC[NH:1]CN1
C1=NCNCN1 C1=N[CH2:1]NCN1
C1=NCNCN1 C1=N[CH2:1][NH:1]CN1
C1=NCNCN1 C1N=[CH:1]NCN1
C1=NCNCN1 C1N=[CH:1][NH:1]CN1
C1=NCNN1 C1=NCN[NH:1]1
C1=NCNN1 C1=NC[NH:1]N1
C1=NCNN1 C1=N[CH2:1]NN1
C1=NCNN1 C1=N[CH2:1][NH:1]N1
C1=NCNN1 C1N=[CH:1]NN1
C1=NCNN1 C1N=[CH:1][NH:1]N1
C1=NCNN=C1 C1=NCNN=[CH:1]1
C1=NCNN=C1 C1=NC[NH:1]N=C1
C1=NCNN=C1 C1=NNCN=[CH:1]1
C1=NCNN=C1 C1=NN[CH2:1]N=C1
C1=NCNN=C1 C1=N[CH2:1][NH:1]N=C1
C1=NCNN=C1 C1N=[CH:1][CH:1]=NN1
C1=NCNS1 C1=NC[NH:1]S1
C1=NCN[N-]1 C1=NC[NH:1][N-]1
C1=NCN[N-]1 C1=N[CH2:1]N[N-]1
C1=NCN[N-]1 C1=N[CH2:1][NH:1][N-]1
C1=NCOC1 C1=NCO[CH2:1]1
C1=NCOC1 C1=N[CH2:1]OC1
C1=NCOC1 C1N=[CH:1]CO1
C1=NCOCS1 C1=N[CH2:1]OCS1
C1=NCS1 C1=N[CH2:1]S1
C1=NCSC1 C1=NCS[CH2:1]1
C1=NCSC1 C1=N[CH2:1]SC1
C1=NCSC1 C1N=[CH:1]CS1
C1=NCSC1 C1N=[CH:1][CH2:1]S1
C1=NCSCC1 C1=NCSC[CH2:1]1
C1=NCSN1 C1=N[CH2:1]SN1
C1=NCSS1 C1N=[CH:1]SS1
C1=NC[NH+]=C1 C1=[NH+]CN=[CH:1]1
C1=NC[NH2+]C1 C1=N[CH2:1][NH2+]C1
C1=NC[NH2+]C1 C1N=[CH:1]C[NH2+]1
C1=NC[NH2+]CC1 C1=NC[NH2+]C[CH2:1]1
C1=NC[NH2+]CC1 C1=NC[NH2+][CH2:1]C1
C1=NC[NH2+]CC1 C1=N[CH2:1][NH2+]CC1
C1=NC[NH2+]CC1 C1C[CH:1]=NC[NH2+]1
C1=NC[NH2+]CC1 C1N=[CH:1][CH2:1]C[NH2+]1
C1=NC[NH2+]CN1 C1=NC[NH2+]C[NH:1]1
C1=NC[NH2+]CN1 C1N=[CH:1]NC[NH2+]1
C1=NC[NH2+]CN1 C1N=[CH:1][NH:1]C[NH2+]1
C1=NN=CC1 C1=NN=C[CH2:1]1
C1=NN=CC1 C1=NN=[CH:1]C1
C1=NN=CC1 C1=NN=[CH:1][CH2:1]1
C1=NN=CCC1 C1=NN=C[CH2:1]C1
C1=NN=CCC1 C1=NN=C[CH2:1][CH2:1]1
C1=NN=CCC1 C1=NN=[CH:1]CC1
C1=NN=CN=N1 C1=NN=[CH:1]N=N1
C1=NN=CNC1 C1=NN=C[CH2:1]N1
C1=NN=CNC1 C1=NN=C[NH:1]C1
C1=NN=CNC1 C1=NN=C[NH:1][CH2:1]1
C1=NN=CNC1 C1=NN=[CH:1]CN1
C1=NN=CNC1 C1=NN=[CH:1]NC1
C1=NN=CNC1 C1=NN=[CH:1][NH:1]C1
C1=NN=CO1 C1=NN=[CH:1]O1
C1=NN=CS1 C1=NN=[CH:1]S1
C1=NN=CSC1 C1=NN=[CH:1]CS1
C1=NN=CSC1 C1=NN=[CH:1]SC1
C1=NN=C[N-]1 C1=NN=[CH:1][N-]1
C1=NN=C[NH]1 C1=NN=C[NH:1]1
C1=NN=C[NH]1 C1=NN=[CH:1][NH:1]1
C1=NN=C[NH]1 C1=NN=[CH:1][NH]1
C1=NN=NC1 C1=NN=N[CH2:1]1
C1=NN=NC1 C1N=NN=[CH:1]1
C1=NN=NC1 N1=N[CH2:1][CH:1]=N1
C1=NN=N[N-]1 N1=N[N-][CH:1]=N1
C1=NN=N[NH]1 C1=NN=N[NH:1]1
C1=NN=N[NH]1 N1=N[NH:1][CH:1]=N1
C1=NN=N[NH]1 N1=N[NH][CH:1]=N1
C1=NNCC1 C1=NNC[CH2:1]1
C1=NNCC1 C1=NN[CH2:1]C1
C1=NNCC1 C1=NN[CH2:1][CH2:1]1
C1=NNCC1 C1=N[NH:1]CC1
C1=NNCC1 C1=N[NH:1][CH2:1]C1
C1=NNCC1 C1C[CH:1]=NN1
C1=NNCC1 C1NN=[CH:1][CH2:1]1
C1=NNCCC1 C1=NNCC[CH2:1]1
C1=NNCCC1 C1=NNC[CH2:1]C1
C1=NNCCC1 C1=NNC[CH2:1][CH2:1]1
C1=NNCCC1 C1=NN[CH2:1]CC1
C1=NNCCC1 C1=NN[CH2:1][CH2:1]C1
C1=NNCCC1 C1=N[NH:1]CCC1
C1=NNCCC1 C1=N[NH:1][CH2:1]CC1
C1=NNCCC1 C1CNN=[CH:1]C1
C1=NNCCCO1 C1=NN[CH2:1]CCO1
C1=NNCCCO1 C1CNN=[CH:1]OC1
C1=NNCCN1 C1=NNCC[NH:1]1
C1=NNCCN1 C1=NNC[CH2:1]N1
C1=NNCCN1 C1=NNC[CH2:1][NH:1]1
C1=NNCCN1 C1=NN[CH2:1]CN1
C1=NNCCN1 C1=N[NH:1]CCN1
C1=NNCCN1 C1=N[NH:1][CH2:1]CN1
C1=NNCCN1 C1CN[CH:1]=NN1
C1=NNCCN1 C1C[NH:1][CH:1]=NN1
C1=NNCCS1 C1=NNC[CH2:1]S1
C1=NNCCS1 C1=N[NH:1]CCS1
C1=NNCCS1 C1CS[CH:1]=NN1
C1=NNCN1 C1=NNC[NH:1]1
C1=NNCN1 C1=NN[CH2:1]N1
C1=NNCN1 C1=N[NH:1]CN1
C1=NNCN1 C1=N[NH:1][CH2:1]N1
C1=NNCN1 C1NN=[CH:1]N1
C1=NNCN1 C1NN=[CH:1][NH:1]1
C1=NNCN=N1 C1=NN[CH2:1]N=N1
C1=NNCN=N1 C1=N[NH:1]CN=N1
C1=NNCN=N1 C1=N[NH:1][CH2:1]N=N1
C1=NNCNC1 C1=NNCN[CH2:1]1
C1=NNCNC1 C1=NNC[NH:1]C1
C1=NNCNC1 C1=NN[CH2:1]NC1
C1=NNCNC1 C1=NN[CH2:1][NH:1]C1
C1=NNCNC1 C1=N[NH:1]CNC1
C1=NNCNC1 C1=N[NH:1][CH2:1]NC1
C1=NNCNC1 C1NC[CH:1]=NN1
C1=NNCNCC1 C1C[CH:1]=NNCN1
C1=NNCNN1 C1=NN[CH2:1]NN1
C1=NNCO1 C1=NN[CH2:1]O1
C1=NNCO1 C1=N[NH:1]CO1
C1=NNCO1 C1NN=[CH:1]O1
C1=NNCS1 C1=NN[CH2:1]S1
C1=NNCS1 C1=N[NH:1]CS1
C1=NNCS1 C1=N[NH:1][CH2:1]S1
C1=NNCS1 C1NN=[CH:1]S1
C1=NNCSC1 C1=NNCS[CH2:1]1
C1=NNCSC1 C1=NN[CH2:1]SC1
C1=NNCSC1 C1=N[NH:1]CSC1
C1=NNCSC1 C1=N[NH:1][CH2:1]SC1
C1=NNCSC1 C1NN=[CH:1]CS1
C1=NNCSCC1 C1=NNCSC[CH2:1]1
C1=NNCSCC1 C1=NNCS[CH2:1]C1
C1=NNCSCC1 C1=NNCS[CH2:1][CH2:1]1
C1=NNC[N-]1 C1=NN[CH2:1][N-]1
C1=NNC[N-]1 C1=N[NH:1]C[N-]1
C1=NNC[N-]1 C1=N[NH:1][CH2:1][N-]1
C1=NNC[N-]1 C1[N-][CH:1]=NN1
C1=NNC[NH2+]C1 C1=N[NH:1]C[NH2+]C1
C1=NNNN1 C1=NNN[NH:1]1
C1=NNNN1 C1=NN[NH:1]N1
C1=NNNN1 N1=[CH:1]NNN1
C1=NNNN1 N1=[CH:1][NH:1]NN1
C1=NNSC1 C1=N[NH:1]SC1
C1=NNSC1 C1SNN=[CH:1]1
C1=NNSCC1 C1=N[NH:1]SCC1
C1=NN[N-]N1 C1=N[NH:1][N-]N1
C1=NOC=N1 C1=NO[CH:1]=N1
C1=NOC=N1 C1=N[CH:1]=NO1
C1=NOCC1 C1=NOC[CH2:1]1
C1=NOCC1 C1=NO[CH2:1]C1
C1=NOCC1 C1=NO[CH2:1][CH2:1]1
C1=NOCC1 C1C[CH:1]=NO1
C1=NOCCN1 C1CON=[CH:1]N1
C1=NOCN1 C1=NOC[NH:1]1
C1=NOCN1 C1=NO[CH2:1]N1
C1=NOCN1 C1N[CH:1]=NO1
C1=NOC[N-]1 C1=NO[CH2:1][N-]1
C1=NON=C1 C1=NON=[CH:1]1
C1=NON=C1 C1=NO[N:1]=C1
C1=NON=C1 N1=[CH:1][CH:1]=NO1
C1=NO[NH+]=C1 C1=NO[NH+:1]=C1
C1=NO[NH+]=C1 C1=NO[NH+]=[CH:1]1
C1=NO[NH+]=C1 C1=[NH+]ON=[CH:1]1
C1=NO[NH+]=C1 N1=[CH:1][CH:1]=[NH+]O1
C1=NSC=N1 C1=NS[CH:1]=N1
C1=NSC=N1 C1=N[CH:1]=NS1
C1=NSCC1 C1=NSC[CH2:1]1
C1=NSCC1 C1=NS[CH2:1]C1
C1=NSCC1 C1=NS[CH2:1][CH2:1]1
C1=NSCC1 C1=N[S:1]CC1
C1=NSCC1 C1C[CH:1]=NS1
C1=NSCCN1 C1=NSCC[NH:1]1
C1=NSCCN1 C1=NSC[CH2:1]N1
C1=NSCCN1 C1=NS[CH2:1]CN1
C1=NSCCN1 C1=NS[CH2:1][CH2:1]N1
C1=NSCCN1 C1=N[S:1]CCN1
C1=NSCCN1 C1CSN=[CH:1]N1
C1=NSCCN1 C1C[NH:1][CH:1]=NS1
C1=NSCC[N-]1 C1CSN=[CH:1][N-]1
C1=NSCN1 C1=NSC[NH:1]1
C1=NSCN1 C1=NS[CH2:1]N1
C1=NSCN1 C1=NS[CH2:1][NH:1]1
C1=NSCN1 C1N[CH:1]=NS1
C1=NSN=C1 C1=NSN=[CH:1]1
C1=NSN=C1 N1=[CH:1][CH:1]=NS1
C1=NSN=CC1 C1=NSN=C[CH2:1]1
C1=NSSC1 C1=NSS[CH2:1]1
C1=N[N-]C=N1 C1=N[CH:1]=N[N-]1
C1=N[N-]C=N1 C1=N[N-][CH:1]=N1
C1=N[N-]N=C1 C1=N[N-]N=[CH:1]1
C1=N[N-]N=C1 N1=[CH:1][CH:1]=N[N-]1
C1=N[N-]N=N1 N1=N[CH:1]=N[N-]1
C1=N[NH+]=CC1 C1=[NH+]N=[CH:1]C1
C1=N[NH+]=CCC1 C1=N[NH+]=[CH:1]CC1
C1=N[NH+]=CCC1 C1=[NH+]N=[CH:1]CC1
C1=N[NH+]=CSC1 C1=N[NH+]=CS[CH2:1]1
C1=N[NH+]=CSC1 C1=N[NH+]=[CH:1]SC1
C1=N[NH+]=CSC1 C1=[NH+]N=[CH:1]CS1
C1=N[NH]C=N1 C1=N[CH:1]=N[NH]1
C1=N[NH]C=N1 C1=N[NH:1]C=N1
C1=N[NH]C=N1 C1=N[NH:1][CH:1]=N1
C1=N[NH]C=N1 C1=N[NH][CH:1]=N1
C1=N[NH]C=[NH+]1 C1=N[NH][CH:1]=[NH+]1
C1=N[NH]C=[NH+]1 C1=[NH+][CH:1]=N[NH]1
C1=N[NH]N=C1 C1=N[NH:1]N=C1
C1=N[NH]N=C1 C1=N[NH]N=[CH:1]1
C1=N[NH]N=C1 N1=[CH:1][CH:1]=N[NH]1
C1=N[NH]N=N1 C1=N[NH:1]N=N1
C1=N[NH]N=N1 N1=N[CH:1]=N[NH]1
C1=N[NH][NH+]=C1 C1=N[NH:1][NH+]=C1
C1=N[NH][NH+]=C1 C1=N[NH][NH+]=[CH:1]1
C1=N[NH][NH+]=C1 C1=[NH+][NH]N=[CH:1]1
C1=[NH+]CCC1 C1=[NH+:1]CCC1
C1=[NH+]CCC1 C1=[NH+]CC[CH2:1]1
C1=[NH+]CCC1 C1=[NH+]C[CH2:1]C1
C1=[NH+]CCC1 C1=[NH+]C[CH2:1][CH2:1]1
C1=[NH+]CCC1 C1=[NH+][CH2:1]CC1
C1=[NH+]CCC1 C1C[CH:1]=[NH+:1]C1
C1=[NH+]CCC1 C1C[NH+]=[CH:1]C1
C1=[NH+]CCCC1 C1=[NH+:1]CCCC1
C1=[NH+]CCCC1 C1=[NH+]C[CH2:1]CC1
C1=[NH+]CCCC1 C1CC[CH:1]=[NH+]C1
C1=[NH+]CCCC1 C1CC[NH+:1]=[CH:1]C1
C1=[NH+]CCCCC1 C1=[NH+:1]CCCCC1
C1=[NH+]CCCCC1 C1CC[CH:1]=[NH+:1]CC1
C1=[NH+]CCCCC1 C1CC[NH+]=[CH:1]CC1
C1=[NH+]CCCCN1 C1CC[NH+]=[CH:1]NC1
C1=[NH+]CCCN1 C1=[NH+:1]CCCN1
C1=[NH+]CCCN1 C1=[NH+]CCC[NH:1]1
C1=[NH+]CCCN1 C1=[NH+]CC[CH2:1]N1
C1=[NH+]CCCN1 C1=[NH+]C[CH2:1]CN1
C1=[NH+]CCCN1 C1=[NH+][CH2:1]CCN1
C1=[NH+]CCCN1 C1=[NH+][CH2:1][CH2:1]CN1
C1=[NH+]CCCN1 C1=[NH+][CH2:1][CH2:1][CH2:1]N1
C1=[NH+]CCCN1 C1CN[CH:1]=[NH+:1]C1
C1=[NH+]CCCN1 C1CN[CH:1]=[NH+]C1
C1=[NH+]CCCN1 C1C[NH+]=[CH:1][NH:1]C1
C1=[NH+]CCCO1 C1=[NH+]C[CH2:1]CO1
C1=[NH+]CCCO1 C1=[NH+][CH2:1]CCO1
C1=[NH+]CCCO1 C1=[NH+][CH2:1][CH2:1]CO1
C1=[NH+]CCCS1 C1=[NH+:1]CCCS1
C1=[NH+]CCCS1 C1=[NH+]C[CH2:1]CS1
C1=[NH+]CCCS1 C1CS[CH:1]=[NH+:1]C1
C1=[NH+]CCCS1 C1C[NH+]=[CH:1]SC1
C1=[NH+]CCC[NH2+]C1 C1C[NH+]=[CH:1]C[NH2+]C1
C1=[NH+]CCN1 C1=[NH+:1]CCN1
C1=[NH+]CCN1 C1=[NH+]CC[NH:1]1
C1=[NH+]CCN1 C1=[NH+]C[CH2:1]N1
C1=[NH+]CCN1 C1=[NH+][CH2:1]CN1
C1=[NH+]CCN1 C1=[NH+][CH2:1][CH2:1]N1
C1=[NH+]CCN1 C1C[NH+:1]=[CH:1]N1
C1=[NH+]CCN1 C1C[NH+]=[CH:1]N1
C1=[NH+]CCN1 C1C[NH:1][CH:1]=[NH+]1
C1=[NH+]CCNC1 C1=[NH+]CCN[CH2:1]1
C1=[NH+]CCNC1 C1=[NH+]C[CH2:1]NC1
C1=[NH+]CCNC1 C1=[NH+][CH2:1]CNC1
C1=[NH+]CCNC1 C1=[NH+][CH2:1][CH2:1]NC1
C1=[NH+]CCNC1 C1C[NH+]=[CH:1]CN1
C1=[NH+]CCNCC1 C1=[NH+]CC[NH:1]CC1
C1=[NH+]CCNCC1 C1=[NH+][CH2:1]CNCC1
C1=[NH+]CCO1 C1=[NH+]C[CH2:1]O1
C1=[NH+]CCO1 C1=[NH+][CH2:1]CO1
C1=[NH+]CCS1 C1=[NH+:1]CCS1
C1=[NH+]CCS1 C1=[NH+]C[CH2:1]S1
C1=[NH+]CCS1 C1=[NH+][CH2:1]CS1
C1=[NH+]CCS1 C1=[NH+][CH2:1][CH2:1]S1
C1=[NH+]CCS1 C1CS[CH:1]=[NH+]1
C1=[NH+]CCS1 C1C[NH+:1]=[CH:1]S1
C1=[NH+]CC[NH+]=C1 C1=[NH+]CC[NH+:1]=C1
C1=[NH+]CC[NH+]=C1 C1=[NH+]CC[NH+]=[CH:1]1
C1=[NH+]CC[NH+]=C1 C1=[NH+]C[CH2:1][NH+]=C1
C1=[NH+]CC[NH+]=C1 C1=[NH+][CH2:1][CH2:1][NH+]=C1
C1=[NH+]CC[NH+]=C1 C1C[NH+]=[CH:1][CH:1]=[NH+]1
C1=[NH+]CN=N1 C1=[NH+][CH2:1]N=N1
C1=[NH+]CNC1 C1=[NH+:1]CNC1
C1=[NH+]CNC1 C1=[NH+:1][CH2:1]NC1
C1=[NH+]CNC1 C1=[NH+]CN[CH2:1]1
C1=[NH+]CNC1 C1=[NH+][CH2:1]NC1
C1=[NH+]CNC1 C1NC[CH:1]=[NH+]1
C1=[NH+]CNCC1 C1=[NH+:1]CNCC1
C1=[NH+]CNCC1 C1=[NH+]C[NH:1]CC1
C1=[NH+]CNCC1 C1=[NH+][CH2:1]NCC1
C1=[NH+]CNCC1 C1=[NH+][CH2:1][NH:1]CC1
C1=[NH+]CNCC1 C1C[CH:1]=[NH+:1]CN1
C1=[NH+]CNCC1 C1C[CH:1]=[NH+]CN1
C1=[NH+]CNCN1 C1=[NH+]CNC[NH:1]1
C1=[NH+]CNCN1 C1=[NH+]CN[CH2:1]N1
C1=[NH+]CNCN1 C1=[NH+]C[NH:1]CN1
C1=[NH+]CNCN1 C1=[NH+]C[NH:1][CH2:1]N1
C1=[NH+]CNCN1 C1=[NH+][CH2:1]NCN1
C1=[NH+]CNCN1 C1NC[NH+]=[CH:1]N1
C1=[NH+]CNN1 C1=[NH+]CN[NH:1]1
C1=[NH+]CNN1 C1=[NH+]C[NH:1]N1
C1=[NH+]CNN1 C1NN[CH:1]=[NH+]1
C1=[NH+]CNS1 C1=[NH+:1]CNS1
C1=[NH+]CON1 C1=[NH+][CH2:1]ON1
C1=[NH+]CON1 C1[NH+]=[CH:1]NO1
C1=[NH+]CSC1 C1=[NH+:1]CSC1
C1=[NH+]CSC1 C1=[NH+:1][CH2:1]SC1
C1=[NH+]CSC1 C1=[NH+]CS[CH2:1]1
C1=[NH+]CSC1 C1=[NH+][CH2:1]SC1
C1=[NH+]CSC1 C1[NH+]=[CH:1]CS1
C1=[NH+]C[NH+]=C1 C1=[NH+]C[NH+]=[CH:1]1
C1=[NH+]C[NH+]=C1 C1=[NH+][CH2:1][NH+]=C1
